Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,II,89694.11417,6.0,754.27557,0.62552,0.08319,0.63102,-7.57524
35C02,II,89694.35117,6.0,596.71857,0.63933,0.08824,0.64539,-7.8583
35C02,II,89694.58917,6.0,471.96338,0.65286,0.09281,0.65942,-8.09127
35C02,II,89694.82817,6.0,373.20856,0.66682,0.09641,0.67375,-8.22737
35C02,II,89695.06517,6.0,295.47278,0.68207,0.09929,0.68926,-8.28221
35C02,II,89695.30517,6.0,233.87738,0.69775,0.10363,0.70541,-8.44815
35C02,II,89695.54317,6.0,185.05922,0.7126,0.1073,0.72063,-8.56285
35C02,II,89695.77917,6.0,146.35823,0.72842,0.11294,0.73712,-8.81366
35C02,II,89696.01517,6.0,115.77804,0.74406,0.1168,0.75317,-8.92134
35C02,II,89696.25017,6.0,91.6721,0.76206,0.12162,0.7717,-9.06771
35C02,II,89696.49517,6.0,72.51701,0.77958,0.12812,0.79004,-9.33311
35C02,II,89696.72417,6.0,57.36816,0.79889,0.13256,0.80981,-9.42161
35C02,II,89696.96117,6.0,45.3629,0.81847,0.14049,0.83044,-9.73971
